,,1958-1962,1963-1967,1968-1972,1973-1977,1978-1982,1983-1987,1988-1992,1993-1997,1998-2002,2003-2007,2008-2012,2013-2017
Mexico,Water resources: total external renewable (10^9 m3/year),52.88,52.88,52.88,52.88,52.88,52.88,52.88,52.88,52.88,52.88,52.88,52.88
Mexico,Dependency ratio (%),11.53,11.53,11.53,11.53,11.53,11.53,11.53,11.53,11.53,11.53,11.53,11.53
Mexico,Total renewable water resources per capita (m3/inhab/year),11363.0,9739.0,8326.0,7179.0,6367.0,5733.0,5183.0,4717.0,4375.0,4083.0,3784.0,3637.0
Mexico,Total exploitable water resources (10^9 m3/year),,,,,,,,,,,,
Mexico,Total water withdrawal (10^9 m3/year),,,,,56.0,,,,72.6,78.95,82.73,85.66
Mexico,Agricultural water withdrawal as % of total water withdrawal (%),,,,,,,,,77.27,76.72,76.57,76.3
Mexico,Industrial water withdrawal as % of total water withdrawal (%),,,,,,,,,9504,9145,8948,9135
Mexico,Municipal water withdrawal as % of total withdrawal (%),,,,,,,,,13.22,14.14,14.48,14.57
Mexico,Total freshwater withdrawal (primary and secondary) (10^9 m3/year),,,,,55.97,,,,72.3,78.65,81.91,85.66
Mexico,MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%),,,,,12.12,,,,15.65,17.03,17.73,18.55
Mexico,Agricultural water withdrawal as % of total renewable water resources (%),,,,,,,,13.53,12.15,13.11,13.72,14.15
Mexico,SDG 6.4.2. Water Stress (%),,,,,16.95,,,,21.9,23.82,24.81,25.94
Mexico,Total population with access to safe drinking-water (JMP) (%),,,,,,,83.6,86.8,89.7,92.5,95.1,96.1
Mexico,Rural population with access to safe drinking-water (JMP) (%),,,,,,,62.1,68.9,75.7,82.6,89.4,92.1
Mexico,Urban population with access to safe drinking-water (JMP) (%),,,,,,,91.9,93.1,94.3,95.5,96.7,97.2
,,,,,,,,,,,,,
,,1958-1962,1963-1967,1968-1972,1973-1977,1978-1982,1983-1987,1988-1992,1993-1997,1998-2002,2003-2007,2008-2012,2013-2017
Micronesia (Federated States of),Total population (1000 inhab),39.79,45.95,52.11,56.84,68.68,86.21,101.4,108.5,107.0,105.1,103.5,104.5
Micronesia (Federated States of),Population density (inhab/km2),56.84,65.64,74.44,81.2,98.11,123.2,144.9,155.0,152.9,150.1,147.9,149.3
Micronesia (Federated States of),GDP per capita (current US$/inhab),,,,,,1354.0,1756.0,1907.0,2257.0,2435.0,3148.0,3044.0
Micronesia (Federated States of),Human Development Index (HDI) [highest = 1] (-),,,,,,,,,0.6031,,0.6408,0.6396
Micronesia (Federated States of),Long-term average annual precipitation in depth (mm/year),,,,,,,,,,,,
Micronesia (Federated States of),Surface water produced internally (10^9 m3/year),,,,,,,,,,,,
Micronesia (Federated States of),Groundwater produced internally (10^9 m3/year),,,,,,,,,,,,
Micronesia (Federated States of),Total internal renewable water resources per capita (m3/inhab/year),,,,,,,,,,,,
Micronesia (Federated States of),Surface water: entering the country (total) (10^9 m3/year),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Micronesia (Federated States of),Surface water: leaving the country to other countries (total) (10^9 m3/year),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Micronesia (Federated States of),Water resources: total external renewable (10^9 m3/year),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Micronesia (Federated States of),Dependency ratio (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Micronesia (Federated States of),Total renewable water resources per capita (m3/inhab/year),,,,,,,,,,,,
Micronesia (Federated States of),Total exploitable water resources (10^9 m3/year),,,,,,,,,,,,
Micronesia (Federated States of),Total water withdrawal (10^9 m3/year),,,,,,,,,,,,
Micronesia (Federated States of),Agricultural water withdrawal as % of total water withdrawal (%),,,,,,,,,,,,
Micronesia (Federated States of),Industrial water withdrawal as % of total water withdrawal (%),,,,,,,,,,,,
Micronesia (Federated States of),Municipal water withdrawal as % of total withdrawal (%),,,,,,,,,,,,
Micronesia (Federated States of),Total freshwater withdrawal (primary and secondary) (10^9 m3/year),,,,,,,,,,,,
Micronesia (Federated States of),MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%),,,,,,,,,,,,
Micronesia (Federated States of),Agricultural water withdrawal as % of total renewable water resources (%),,,,,,,,,,,,
Micronesia (Federated States of),SDG 6.4.2. Water Stress (%),,,,,,,,,,,,
Micronesia (Federated States of),Total population with access to safe drinking-water (JMP) (%),,,,,,,91.0,90.5,90.0,89.5,89.0,89.0
Micronesia (Federated States of),Rural population with access to safe drinking-water (JMP) (%),,,,,,,90.1,89.4,88.7,88.1,87.4,87.4
Micronesia (Federated States of),Urban population with access to safe drinking-water (JMP) (%),,,,,,,93.6,93.9,94.2,94.5,94.8,94.8
,,,,,,,,,,,,,
,,1958-1962,1963-1967,1968-1972,1973-1977,1978-1982,1983-1987,1988-1992,1993-1997,1998-2002,2003-2007,2008-2012,2013-2017
Monaco,Total population (1000 inhab),23.04,23.3,24.05,25.81,27.63,29.17,29.86,31.24,32.65,35.05,37.4,37.73
Monaco,Population density (inhab/km2),,,,,,,,,,,,
Monaco,GDP per capita (current US$/inhab),,,16734.0,31432.0,41376.0,63048.0,91663.0,90915.0,89004.0,170453.0,162430.0,
Monaco,Human Development Index (HDI) [highest = 1] (-),,,,,,,,,,,,
Monaco,Long-term average annual precipitation in depth (mm/year),,,,,,,,,,,,
Monaco,Surface water produced internally (10^9 m3/year),,,,,,,,,,,,
Monaco,Groundwater produced internally (10^9 m3/year),,,,,,,,,,,,
Monaco,Total internal renewable water resources per capita (m3/inhab/year),,,,,,,,,,,,
Monaco,Surface water: entering the country (total) (10^9 m3/year),,,,,,,,,,,,
Monaco,Surface water: leaving the country to other countries (total) (10^9 m3/year),,,,,,,,,,,,
Monaco,Water resources: total external renewable (10^9 m3/year),,,,,,,,,,,,
Monaco,Dependency ratio (%),,,,,,,,,,,,
Monaco,Total renewable water resources per capita (m3/inhab/year),,,,,,,,,,,,
Monaco,Total exploitable water resources (10^9 m3/year),,,,,,,,,,,,
Monaco,Total water withdrawal (10^9 m3/year),,,,,,,0.0067,6,0.0058,0.0055,5,
Monaco,Agricultural water withdrawal as % of total water withdrawal (%),,,,,,,0.0,0.0,0.0,0.0,0.0,
Monaco,Industrial water withdrawal as % of total water withdrawal (%),,,,,,,0.0,0.0,0.0,0.0,0.0,
Monaco,Municipal water withdrawal as % of total withdrawal (%),,,,,,,100.0,100.0,100.0,100.0,100.0,
Monaco,Total freshwater withdrawal (primary and secondary) (10^9 m3/year),,,,,,,0.0067,6,0.0058,0.0055,5,
Monaco,MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%),,,,,,,,,,,,
Monaco,Agricultural water withdrawal as % of total renewable water resources (%),,,,,,,,,,,,
Monaco,SDG 6.4.2. Water Stress (%),,,,,,,,,,,,
Monaco,Total population with access to safe drinking-water (JMP) (%),,,,,,,100.0,100.0,100.0,100.0,100.0,100.0
Monaco,Rural population with access to safe drinking-water (JMP) (%),,,,,,,,,,,,
Monaco,Urban population with access to safe drinking-water (JMP) (%),,,,,,,100.0,100.0,100.0,100.0,100.0,100.0
,,,,,,,,,,,,,
,,1958-1962,1963-1967,1968-1972,1973-1977,1978-1982,1983-1987,1988-1992,1993-1997,1998-2002,2003-2007,2008-2012,2013-2017
Mongolia,Total population (1000 inhab),1011.0,1173.0,1357.0,1562.0,1778.0,2033.0,2244.0,2336.0,2444.0,2593.0,2808.0,2959.0
Mongolia,Population density (inhab/km2),0.6464,0.7499,0.8676,0.9986,1137,1.3,1435,1493,1563,1658,1795,1892
Mongolia,GDP per capita (current US$/inhab),,,,,1436.0,1486.0,587.2,505.5,571.4,1633.0,4378.0,3974.0
Mongolia,Human Development Index (HDI) [highest = 1] (-),,,,,,,0.5779,,0.5886,,0.7139,0.7266
Mongolia,Long-term average annual precipitation in depth (mm/year),241.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0
Mongolia,Surface water produced internally (10^9 m3/year),32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7
Mongolia,Groundwater produced internally (10^9 m3/year),6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1
Mongolia,Total internal renewable water resources per capita (m3/inhab/year),34421.0,29668.0,25645.0,22279.0,19573.0,17118.0,15508.0,14897.0,14239.0,13421.0,12393.0,11761.0
Mongolia,Surface water: entering the country (total) (10^9 m3/year),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mongolia,Surface water: leaving the country to other countries (total) (10^9 m3/year),26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4
Mongolia,Water resources: total external renewable (10^9 m3/year),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mongolia,Dependency ratio (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mongolia,Total renewable water resources per capita (m3/inhab/year),34421.0,29668.0,25645.0,22279.0,19573.0,17118.0,15508.0,14897.0,14239.0,13421.0,12393.0,11761.0
Mongolia,Total exploitable water resources (10^9 m3/year),,,,,,,,,,,,
Mongolia,Total water withdrawal (10^9 m3/year),,,,,,,,428,,0.54,551,
Mongolia,Agricultural water withdrawal as % of total water withdrawal (%),,,,,,,,53.04,,41.48,43.92,
Mongolia,Industrial water withdrawal as % of total water withdrawal (%),,,,,,,,27.1,,40.37,43.19,
Mongolia,Municipal water withdrawal as % of total withdrawal (%),,,,,,,,19.86,,18.15,12.89,
Mongolia,Total freshwater withdrawal (primary and secondary) (10^9 m3/year),,,,,,,,428,,0.54,551,
Mongolia,MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%),,,,,,,,1.23,,1552,1583,
Mongolia,Agricultural water withdrawal as % of total renewable water resources (%),,,,,,,,0.6523,,0.6437,0.6954,
Mongolia,SDG 6.4.2. Water Stress (%),,,,,,,,1884,,2377,2425,
Mongolia,Total population with access to safe drinking-water (JMP) (%),,,,,,,53.3,54.6,58.0,61.5,63.7,64.4
Mongolia,Rural population with access to safe drinking-water (JMP) (%),,,,,,,21.7,27.0,36.0,44.9,53.8,59.2
Mongolia,Urban population with access to safe drinking-water (JMP) (%),,,,,,,77.3,75.7,73.1,70.6,68.0,66.4
,,,,,,,,,,,,,
,,1958-1962,1963-1967,1968-1972,1973-1977,1978-1982,1983-1987,1988-1992,1993-1997,1998-2002,2003-2007,2008-2012,2013-2017
Montenegro,Total population (1000 inhab),,,,,,,,,,618.6,623.9,625.8
Montenegro,Population density (inhab/km2),,,,,,,,,,44.79,45.18,45.31
Montenegro,GDP per capita (current US$/inhab),,,,,,,,,,5931.0,6552.0,6380.0
Montenegro,Human Development Index (HDI) [highest = 1] (-),,,,,,,,,,,798,0.8022
Montenegro,Long-term average annual precipitation in depth (mm/year),,,,,,,,,,,,
Montenegro,Surface water produced internally (10^9 m3/year),,,,,,,,,,,,
Montenegro,Groundwater produced internally (10^9 m3/year),,,,,,,,,,,,
Montenegro,Total internal renewable water resources per capita (m3/inhab/year),,,,,,,,,,,,
Montenegro,Surface water: entering the country (total) (10^9 m3/year),,,,,,,,,,,,
Montenegro,Surface water: leaving the country to other countries (total) (10^9 m3/year),,,,,,,,,,,,
Montenegro,Water resources: total external renewable (10^9 m3/year),,,,,,,,,,,,
Montenegro,Dependency ratio (%),,,,,,,,,,,,
Montenegro,Total renewable water resources per capita (m3/inhab/year),,,,,,,,,,,,
Montenegro,Total exploitable water resources (10^9 m3/year),,,,,,,,,,,,
Montenegro,Total water withdrawal (10^9 m3/year),,,,,,,,,,,0.1609,
Montenegro,Agricultural water withdrawal as % of total water withdrawal (%),,,,,,,,,,,1057,
Montenegro,Industrial water withdrawal as % of total water withdrawal (%),,,,,,,,,,,39.03,
Montenegro,Municipal water withdrawal as % of total withdrawal (%),,,,,,,,,,,59.91,
Montenegro,Total freshwater withdrawal (primary and secondary) (10^9 m3/year),,,,,,,,,,,0.1609,
Montenegro,MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%),,,,,,,,,,,,
Montenegro,Agricultural water withdrawal as % of total renewable water resources (%),,,,,,,,,,,,
Montenegro,SDG 6.4.2. Water Stress (%),,,,,,,,,,,,
Montenegro,Total population with access to safe drinking-water (JMP) (%),,,,,,,,,,98.3,99.3,99.7
Montenegro,Rural population with access to safe drinking-water (JMP) (%),,,,,,,,,,96.3,98.1,99.2
Montenegro,Urban population with access to safe drinking-water (JMP) (%),,,,,,,,,,99.5,100.0,100.0
,,,,,,,,,,,,,
,,1958-1962,1963-1967,1968-1972,1973-1977,1978-1982,1983-1987,1988-1992,1993-1997,1998-2002,2003-2007,2008-2012,2013-2017
Morocco,Total population (1000 inhab),13101.0,14979.0,16741.0,18689.0,21071.0,23561.0,25866.0,27934.0,29536.0,31011.0,32984.0,34378.0
Morocco,Population density (inhab/km2),29.34,33.54,37.49,41.85,47.19,52.76,57.92,62.56,66.14,69.45,73.86,76.99
Morocco,GDP per capita (current US$/inhab),181.6,203.4,303.1,591.3,839.7,923.8,1303.0,1401.0,1430.0,2549.0,2979.0,2909.0
Morocco,Human Development Index (HDI) [highest = 1] (-),,,,,,,0.4572,,0.5276,,0.6234,628
Morocco,Long-term average annual precipitation in depth (mm/year),346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0
Morocco,Surface water produced internally (10^9 m3/year),22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
Morocco,Groundwater produced internally (10^9 m3/year),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Morocco,Total internal renewable water resources per capita (m3/inhab/year),2214.0,1936.0,1732.0,1552.0,1376.0,1231.0,1121.0,1038.0,981.9,935.2,879.2,843.6
Morocco,Surface water: entering the country (total) (10^9 m3/year),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morocco,Surface water: leaving the country to other countries (total) (10^9 m3/year),0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23
Morocco,Water resources: total external renewable (10^9 m3/year),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morocco,Dependency ratio (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morocco,Total renewable water resources per capita (m3/inhab/year),2214.0,1936.0,1732.0,1552.0,1376.0,1231.0,1121.0,1038.0,981.9,935.2,879.2,843.6
Morocco,Total exploitable water resources (10^9 m3/year),20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,
Morocco,Total water withdrawal (10^9 m3/year),,,,9.0,10.05,11.0,11.04,11.26,14.82,,10.43,
Morocco,Agricultural water withdrawal as % of total water withdrawal (%),,,,,,,92.21,87.78,74.56,,87.79,
Morocco,Industrial water withdrawal as % of total water withdrawal (%),,,,,,,2917,,5169,,2033,
Morocco,Municipal water withdrawal as % of total withdrawal (%),,,,,,,4918,,20.24,,10.19,
Morocco,Total freshwater withdrawal (primary and secondary) (10^9 m3/year),,,,9.0,10.05,11.0,11.04,11.26,14.82,,10.35,
Morocco,MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%),,,,31.03,34.66,37.93,38.07,38.83,51.1,,35.69,
Morocco,Agricultural water withdrawal as % of total renewable water resources (%),,,,,,,35.1,34.08,38.1,,31.57,
Morocco,SDG 6.4.2. Water Stress (%),,,,42.64,47.61,52.12,52.3,53.35,70.21,,49.04,
Morocco,Total population with access to safe drinking-water (JMP) (%),,,,,,,74.0,76.9,79.3,81.9,84.6,85.4
Morocco,Rural population with access to safe drinking-water (JMP) (%),,,,,,,54.1,56.7,59.4,62.1,64.8,65.3
Morocco,Urban population with access to safe drinking-water (JMP) (%),,,,,,,94.0,95.2,96.3,97.4,98.5,98.7
,,,,,,,,,,,,,
,,1958-1962,1963-1967,1968-1972,1973-1977,1978-1982,1983-1987,1988-1992,1993-1997,1998-2002,2003-2007,2008-2012,2013-2017
Mozambique,Total population (1000 inhab),7799.0,8669.0,9680.0,11002.0,12512.0,13143.0,14204.0,16873.0,19349.0,22360.0,25733.0,27978.0
Mozambique,Population density (inhab/km2),9756,10.84,12.11,13.76,15.65,16.44,17.77,21.11,24.21,27.97,32.19,35.0
Mozambique,GDP per capita (current US$/inhab),,,,,288.9,179.1,161.3,250.5,260.0,418.9,564.8,525.0
Mozambique,Human Development Index (HDI) [highest = 1] (-),,,,,,,0.2176,,0.2997,,408,0.4164
Mozambique,Long-term average annual precipitation in depth (mm/year),1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0
Mozambique,Surface water produced internally (10^9 m3/year),97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3
Mozambique,Groundwater produced internally (10^9 m3/year),17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
Mozambique,Total internal renewable water resources per capita (m3/inhab/year),12861.0,11570.0,10362.0,9117.0,8016.0,7631.0,7061.0,5944.0,5184.0,4486.0,3898.0,3585.0
Mozambique,Surface water: entering the country (total) (10^9 m3/year),116.8,116.8,116.8,116.8,116.8,116.8,116.8,116.8,116.8,116.8,116.8,116.8
Mozambique,Surface water: leaving the country to other countries (total) (10^9 m3/year),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Mozambique,Water resources: total external renewable (10^9 m3/year),116.8,116.8,116.8,116.8,116.8,116.8,116.8,116.8,116.8,116.8,116.8,116.8
Mozambique,Dependency ratio (%),53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8
Mozambique,Total renewable water resources per capita (m3/inhab/year),27837.0,25043.0,22428.0,19733.0,17351.0,16518.0,15284.0,12867.0,11220.0,9709.0,8437.0,7760.0
Mozambique,Total exploitable water resources (10^9 m3/year),,,,,,,,,,,,
Mozambique,Total water withdrawal (10^9 m3/year),,,,,,,605,,0.8842,,,1473
Mozambique,Agricultural water withdrawal as % of total water withdrawal (%),,,,,,,89.26,,78.04,,,73.05
Mozambique,Industrial water withdrawal as % of total water withdrawal (%),,,,,,,1983,,2748,,,1697
Mozambique,Municipal water withdrawal as % of total withdrawal (%),,,,,,,8.76,,19.22,,,25.25
Mozambique,Total freshwater withdrawal (primary and secondary) (10^9 m3/year),,,,,,,605,,0.8842,,,1473
Mozambique,MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%),,,,,,,0.28,,0.4073,,,0.6785
Mozambique,Agricultural water withdrawal as % of total renewable water resources (%),,,,,,,0.2487,,0.3178,,,0.4956
Mozambique,SDG 6.4.2. Water Stress (%),,,,,,,0.3812,,557,,,928
Mozambique,Total population with access to safe drinking-water (JMP) (%),,,,,,,35.6,38.9,42.6,46.3,50.1,51.1
Mozambique,Rural population with access to safe drinking-water (JMP) (%),,,,,,,22.8,25.0,28.8,32.5,36.3,37.0
Mozambique,Urban population with access to safe drinking-water (JMP) (%),,,,,,,72.2,73.5,75.7,77.9,80.1,80.6
,,,,,,,,,,,,,
,,1958-1962,1963-1967,1968-1972,1973-1977,1978-1982,1983-1987,1988-1992,1993-1997,1998-2002,2003-2007,2008-2012,2013-2017
Myanmar,Total population (1000 inhab),22447.0,25218.0,28517.0,32131.0,36099.0,40005.0,43126.0,45896.0,48690.0,50699.0,52544.0,53897.0
Myanmar,Population density (inhab/km2),33.18,37.27,42.15,47.49,53.35,59.13,63.74,67.83,71.96,74.93,77.66,79.66
Myanmar,GDP per capita (current US$/inhab),,,,,,,,,,,1421.0,1204.0
Myanmar,Human Development Index (HDI) [highest = 1] (-),,,,,,,0.3525,,0.4254,,0.5275,0.5356
Myanmar,Long-term average annual precipitation in depth (mm/year),2091.0,2091.0,2091.0,2091.0,2091.0,2091.0,2091.0,2091.0,2091.0,2091.0,2091.0,2091.0
Myanmar,Surface water produced internally (10^9 m3/year),992.1,992.1,992.1,992.1,992.1,992.1,992.1,992.1,992.1,992.1,992.1,992.1
Myanmar,Groundwater produced internally (10^9 m3/year),453.7,453.7,453.7,453.7,453.7,453.7,453.7,453.7,453.7,453.7,453.7,453.7
Myanmar,Total internal renewable water resources per capita (m3/inhab/year),44683.0,39773.0,35172.0,31216.0,27785.0,25072.0,23257.0,21854.0,20600.0,19783.0,19089.0,18610.0
Myanmar,Surface water: entering the country (total) (10^9 m3/year),128.2,128.2,128.2,128.2,128.2,128.2,128.2,128.2,128.2,128.2,128.2,128.2
Myanmar,Surface water: leaving the country to other countries (total) (10^9 m3/year),17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6
Myanmar,Water resources: total external renewable (10^9 m3/year),165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0
Myanmar,Dependency ratio (%),14.13,14.13,14.13,14.13,14.13,14.13,14.13,14.13,14.13,14.13,14.13,14.13
Myanmar,Total renewable water resources per capita (m3/inhab/year),52034.0,46316.0,40958.0,36351.0,32355.0,29196.0,27083.0,25449.0,23988.0,23038.0,22229.0,21671.0
Myanmar,Total exploitable water resources (10^9 m3/year),,,,,,,,,,,,
Myanmar,Total water withdrawal (10^9 m3/year),,,,,,28.26,,,33.23,,,
Myanmar,Agricultural water withdrawal as % of total water withdrawal (%),,,,,,98.58,,,88.99,,,
Myanmar,Industrial water withdrawal as % of total water withdrawal (%),,,,,,0.4204,,,1.0,,,
Myanmar,Municipal water withdrawal as % of total withdrawal (%),,,,,,0.9809,,,10.0,,,
Myanmar,Total freshwater withdrawal (primary and secondary) (10^9 m3/year),,,,,,28.26,,,33.23,,,
Myanmar,MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%),,,,,,2.42,,,2845,,,
Myanmar,Agricultural water withdrawal as % of total renewable water resources (%),,,,,,2385,,,2532,,,
Myanmar,SDG 6.4.2. Water Stress (%),,,,,,3.15,,,3704,,,
Myanmar,Total population with access to safe drinking-water (JMP) (%),,,,,,,58.6,63.2,68.9,74.6,80.3,80.6
Myanmar,Rural population with access to safe drinking-water (JMP) (%),,,,,,,51.5,56.3,62.3,68.4,74.4,74.4
